-6.814207799064015770e-04,-1.427362539891682131e-02,-1.033221368884681100e-02,-9.613028935867587443e-03,-2.931038632676654081e-03,-4.703254676015304094e-03,-6.887511935329895807e-03,-5.316548906222875320e-03,-6.871004278951780946e-03,-2.904003908843466684e-03
-1.089251358594172103e-01,-7.325070460567979780e-02,-1.051599613395194643e-01,-9.639165732308745127e-02,-9.106405935477122904e-02,-8.917267023777053492e-02,-8.930965361743847808e-02,-6.157053679267751600e-02,-1.021316785344793115e-01,-9.038507383248289839e-02
3.555637580004618933e-03,5.278327406259763436e-04,3.330580558835523081e-03,1.704025812245157055e-03,3.837686509778551061e-04,-4.107016694507039344e-03,-2.432375852020411317e-05,-3.068679215264885716e-03,1.211410725462399142e-03,-4.882947653311088716e-03
-2.050532014508777978e-01,-1.686811704772648857e-01,-2.054200064656137026e-01,-1.979772682525346439e-01,-1.907487664773420688e-01,-1.891763237895970617e-01,-1.902332995039983099e-01,-1.465251011820187244e-01,-2.151874637473386864e-01,-1.894170906151909084e-01
-2.632433524993511766e-03,2.759048639516671446e-04,-2.768619298432189926e-03,-2.541487125081876974e-04,9.667300332446025551e-04,-4.981322243925005895e-03,-3.927476574668724990e-03,2.030731056522934799e-03,-5.433168426040977826e-04,-3.051902779785172198e-03
-9.450977046847455765e-03,-1.251041019756788178e-02,-8.837756425516433284e-03,-1.150691697200378547e-02,-8.045014544916717289e-03,-7.244855408560370996e-03,-5.406985373824507593e-04,-2.882539185854568215e-03,-1.360635606902209013e-02,-1.628561121725437613e-03
-4.781449113719477700e-02,-1.919171471136364715e-02,-3.329434217855035960e-02,-3.266958540418891249e-02,-3.395661042130905527e-02,-3.174343653064665149e-02,-4.100110614999243758e-02,-2.229436305893412254e-02,-3.336845871090061283e-02,-3.844675737266756155e-02
-9.663289742476925681e-02,-8.024062556173996996e-02,-8.589726356396509832e-02,-9.700502258869896088e-02,-7.426187434357803263e-02,-8.931302258528323046e-02,-7.851720300123263274e-02,-6.102439412547543129e-02,-9.941865592356050052e-02,-7.735070517199130191e-02
-1.841756256220147131e-02,-1.075220675486306121e-02,-1.534260835748622008e-02,-1.803091009687077945e-02,-2.626642798778580992e-02,-1.180219243551316674e-02,-2.074404459918769567e-02,-9.532021968309156712e-03,-1.916699496004366232e-02,-1.789249413967048188e-02
2.735025770889118035e-03,4.068755804006776375e-03,-3.280238421864298259e-03,3.369559763191088721e-03,-3.672738095206460381e-03,-4.447177431297019874e-03,-1.004887987351093777e-03,-3.597964233804671740e-03,4.350478077952290093e-03,-1.853988073577651991e-03
-1.948821728471147319e-01,-1.517065261124155018e-01,-1.784327622179304740e-01,-1.834460763190883803e-01,-1.502075266598618120e-01,-1.666150546358117490e-01,-1.687445897511084258e-01,-1.234534059172692905e-01,-1.888336098619302905e-01,-1.530736913693523937e-01
-4.535823514257282529e-02,-3.889227228685174925e-02,-5.039675409307137199e-02,-4.143467469989176033e-02,-4.168037515340702187e-02,-4.797135010598545940e-02,-4.250340983955375879e-02,-2.575636395677100357e-02,-5.295661408927177655e-02,-3.417738374741140922e-02
-3.831574479286991089e-03,-2.510779257058049635e-03,2.087608656706301229e-03,-1.191076357689262654e-03,1.951884776300158572e-03,1.868091212891646695e-03,2.033532633339504327e-03,-5.467612260870717555e-03,-4.095967580882761867e-03,-1.223521003291768317e-03
-6.032360873758581959e-02,-7.687293933276360958e-02,-7.419030416941714556e-02,-7.318021924307274717e-02,-5.315000004414677237e-02,-6.827890664027314038e-02,-6.250947605524954931e-02,-5.162524091288148848e-02,-7.135121775913542963e-02,-6.605966958008616108e-02
-1.584866820036275048e-01,-1.235544925544455469e-01,-1.436120040479642035e-01,-1.410132161913356108e-01,-1.149020013011529395e-01,-1.326486387163180458e-01,-1.384722850119767257e-01,-9.674357504896896609e-02,-1.565947422674916212e-01,-1.218953893678508399e-01
3.782445882170172580e-03,-2.788509184439695067e-03,-4.019753323345761666e-03,2.956362951340222450e-03,4.219478613667124308e-04,4.462267228288975193e-04,-4.358531834302303148e-03,-5.200508049198244824e-03,2.579874931811583418e-03,-2.432205856042022642e-03
-3.997167947545542388e-01,-2.951622332872695376e-01,-4.136809734670183758e-01,-4.018431658333977974e-01,-3.716714431638787897e-01,-4.121508703312881661e-01,-4.014120423617504874e-01,-3.667234796049470558e-01,-4.353671329280075497e-01,-3.855624365309335833e-01
